,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
3944119214用户数据,0.671892604,0.621751171,0.635156459,0.676636726,0.661645636,0.594811294,0.579772402,0.647292531,0.670684231,0.614247929,0.614247929,0.640064024,0.646679112,0.657160671,0.496377437,0.628034917,0.623085305,0.573948585,0.614247929,0.614247929
3944365247用户数据,0.666285219,0.679454424,0.625813569,0.595220448,0.560408318,0.629541057,0.630529222,0.631583261,0.640854076,0.597969692,0.601516646,0.610468928,0.623470394,0.63092045,0.602699384,0.626902423,0.621849333,0.592858487,0.618179013,0.651483975
3944433525用户数据,0.691883805,0.686701018,0.684685096,0.608402632,0.676363471,0.595934675,0.684285683,0.655887916,0.649693272,0.634211357,0.596097374,0.623898703,0.603081193,0.56704129,0.638448834,0.642446679,0.613092539,0.376536562,0.614247929,0.614247929
3945531671用户数据,0.604993376,0.614247929,0.660901387,0.570696111,0.671911927,0.729575924,0.598868099,0.60579158,0.589303806,0.55080733,0.616507355,0.540218869,0.717166029,0.565011982,0.561650115,0.614247929,0.572169677,0.614247929,0.614247929,0.614247929
3948041656用户数据,0.628131582,0.600241387,0.587065213,0.767183543,0.693271335,0.614247929,0.609892753,0.612049001,0.713706104,0.61258784,0.578436651,0.614247929,0.698122835,0.627572365,0.614247929,0.614247929,0.5715336,0.688930884,0.606815392,0.559935553
3949531821用户数据,0.645411307,0.569844148,0.625565812,0.6149564,0.613335344,0.625581188,0.64293309,0.612953214,0.646212812,0.6921297,0.704065614,0.450114605,0.614247929,0.581134619,0.582993401,0.453972473,0.658457835,0.66582381,0.656612803,0.614247929
3950254107用户数据,0.59635757,0.609512567,0.616871065,0.642334161,0.609138432,0.612934691,0.603204647,0.596005513,0.625692063,0.60301426,0.591767721,0.584767207,0.610089384,0.601016347,0.603025795,0.549707485,0.611605434,0.606249486,0.649343049,0.614247929
3950361711用户数据,0.592511712,0.598038185,0.606883956,0.566517153,0.590287796,0.623492871,0.604533743,0.609509621,0.59572962,0.59523352,0.592160161,0.633482802,0.61752725,0.576817693,0.548455114,0.520868699,0.658134453,0.608014222,0.608432838,0.620019413
3951016865用户数据,0.56760021,0.576959582,0.599451714,0.588627972,0.566137024,0.576508247,0.608612333,0.590757523,0.603949744,0.631866624,0.61311526,0.622001078,0.575552475,0.612508119,0.59969708,0.585885297,0.603158677,0.59456499,0.567181119,0.573536035
3957279236用户数据,0.572369223,0.557237661,0.612199694,0.59040574,0.385972102,0.642632853,0.614247929,0.555352045,0.614247929,0.639231671,0.685362436,0.602432621,0.594703312,0.603909328,0.671287094,0.602891688,0.595186615,0.60149634,0.629754214,0.581990935
3958457898用户数据,0.709896384,0.582033185,0.652275295,0.633169674,0.657031491,0.567681492,0.720434639,0.463467594,0.653082145,0.566166351,0.62488095,0.677592202,0.649334089,0.604634312,0.603845563,0.611242695,0.564529096,0.448869286,0.573069104,0.636776037
3960177159用户数据,0.614247929,0.62684589,0.614247929,0.652829911,0.665166246,0.637286387,0.659376739,0.614022297,0.622025415,0.563606709,0.577627307,0.526394239,0.516350466,0.632311956,0.671911927,0.63055026,0.614247929,0.614247929,0.621493409,0.65264749
3962502167用户数据,0.595815351,0.610644236,0.620705805,0.62253725,0.57446694,0.610424131,0.6023949,0.572519971,0.598293038,0.629007612,0.593556213,0.59814965,0.607843585,0.562191704,0.586823113,0.579223191,0.61610387,0.689181859,0.614247929,0.614247929
3963586196用户数据,0.612885487,0.614146208,0.589092811,0.617968317,0.666563407,0.613068874,0.576732155,0.583250282,0.589419408,0.62502253,0.609292904,0.574852048,0.631001386,0.597211391,0.523379994,0.75093296,0.491190196,0.614247929,0.602719641,0.592161973
3965678603用户数据,0.555625154,0.578367595,0.645993376,0.622301883,0.614539984,0.622890698,0.59767499,0.610615826,0.628181863,0.504764115,0.561695346,0.611817694,0.620713226,0.557309782,0.615931029,0.60966286,0.598698714,0.564132149,0.564168007,0.549346833
3969490904用户数据,0.621223924,0.585341988,0.630271763,0.598940035,0.576273701,0.590636832,0.605596377,0.58816456,0.628855141,0.581673242,0.507214777,0.546473659,0.516213125,0.59422737,0.534806356,0.512898109,0.567434062,0.539308723,0.587520558,0.307749408
3973788787用户数据,0.664936016,0.577834391,0.631832349,0.623150497,0.59474045,0.642128009,0.706510325,0.661561978,0.705290114,0.670930691,0.643348814,0.624205415,0.468393269,0.410051405,0.614247929,0.636575362,0.579901804,0.623921783,0.536803708,0.650221228
3979808340用户数据,0.652718661,0.590030098,0.65749998,0.615773749,0.614405227,0.591164528,0.706232751,0.71825173,0.600586433,0.687525542,0.591675612,0.566157523,0.602426203,0.57299445,0.578069609,0.58315455,0.62673409,0.653764505,0.595210411,0.640410615
3985714148用户数据,0.580087824,0.616196687,0.565207144,0.609193444,0.605481473,0.619754625,0.603439454,0.646651009,0.605260059,0.680317317,0.63378039,0.635589,0.64562561,0.620936121,0.620457359,0.603964599,0.648267406,0.608414179,0.590746729,0.615066032
3987686931用户数据,0.646456484,0.586132336,0.621613589,0.689933808,0.640625225,0.630316342,0.620446655,0.614198678,0.603936507,0.599840189,0.613933528,0.604677944,0.593454007,0.619609339,0.633208441,0.623566897,0.626073996,0.579489703,0.565311041,0.634909035
3987932126用户数据,0.587298406,0.580379784,0.618357892,0.622113352,0.623915257,0.601304082,0.632062601,0.653071207,0.631105764,0.612952115,0.603454422,0.60758765,0.610641632,0.592264526,0.585130668,0.597458602,0.557637437,0.584187741,0.604750442,0.597065411
3993461871用户数据,0.548433289,0.613597246,0.588649455,0.585817349,0.611905024,0.608790031,0.602645451,0.603987175,0.601538727,0.596383902,0.597418651,0.604131242,0.601352185,0.597934623,0.597559983,0.612227191,0.590202991,0.597880876,0.603099808,0.598871836
3994258340用户数据,0.647107534,0.642811957,0.639895726,0.585087991,0.646387327,0.680209623,0.590638782,0.581643793,0.63051146,0.604505142,0.648096321,0.652305888,0.565980549,0.614247929,0.439222337,0.618898961,0.654916278,0.62711808,0.465321151,0.464103426
5016044668用户数据,0.509511529,0.470723203,0.983297514,0.636056874,0.606211735,0.557312851,0.615280527,0.574466956,0.643287115,0.60994688,0.711437934,0.582421435,0.614247929,0.614247929,0.492022259,0.642417081,0.556604267,0.53470713,0.633406894,0.614247929
5020125830用户数据,0.566450316,0.637994046,0.633266186,0.642920558,0.605138601,0.56381858,0.621141423,0.545484745,0.581029575,0.599377275,0.636747149,0.5774764,0.599676326,0.577373053,0.600938678,0.564521631,0.596108098,0.624244268,0.594502475,0.625472865
5020647258用户数据,0.587420832,0.597981768,0.576382277,0.605771047,0.592426782,0.586867122,0.57992337,0.596653888,0.582638987,0.590483304,0.55739419,0.616509888,0.597315788,0.595445364,0.562099841,0.588227674,0.60036423,0.603803289,0.591443227,0.592564925
5025268118用户数据,0.587302732,0.63448194,0.625704326,0.626257879,0.641113283,0.600000445,0.65968281,0.602449073,0.641049239,0.597255298,0.599862083,0.554961005,0.591313713,0.596367933,0.619001297,0.670409579,0.549740795,0.520245167,0.551144185,0.526279703
5026402366用户数据,0.647899191,0.611099029,0.633234528,0.657912473,0.618176603,0.615718932,0.620471798,0.636555357,0.616711878,0.60502321,0.621020988,0.604699568,0.586886477,0.625225179,0.616721062,0.589471625,0.629732528,0.650505324,0.614247929,0.614187206
5027642893用户数据,0.661304392,0.614247929,0.662176446,0.619237253,0.599242511,0.614247929,0.622259378,0.66777816,0.64796691,0.634750214,0.577306864,0.595536919,0.613558832,0.616912603,0.6714134,0.677842582,0.596605923,0.614247929,0.642810213,0.625499129
5027944484用户数据,0.66559521,0.611605334,0.660483899,0.587212513,0.589257792,0.548943881,0.619162252,0.612298654,0.650832955,0.586221859,0.599224849,0.629781422,0.598119505,0.614483225,0.629061552,0.534414625,0.607031595,0.607176999,0.580635725,0.595737945
5030952942用户数据,0.613425044,0.618512689,0.602039829,0.624310305,0.614703648,0.616442036,0.593763403,0.634640709,0.65211626,0.615101631,0.591501433,0.589873043,0.595125028,0.561225578,0.602859259,0.58685218,0.604814648,0.578141759,0.594403676,0.60057292
5031423882用户数据,0.606724682,0.614352505,0.641665242,0.613921669,0.653232109,0.658807684,0.629021092,0.61688294,0.639590138,0.658002135,0.627179635,0.637409862,0.545683481,0.600245257,0.573478664,0.591641383,0.681382807,0.708970449,0.647945353,0.636056874
5034941416用户数据,0.641353732,0.645596729,0.570219099,0.611333361,0.620444442,0.706640994,0.618269134,0.492114011,0.529516342,0.57952853,0.568198793,0.602634144,0.598571472,0.583516215,0.621834501,0.645860138,0.600854216,0.603166487,0.560141404,0.563402712
5035215902用户数据,0.568127045,0.607113673,0.597149124,0.636797026,0.641945112,0.6023949,0.576386289,0.655553681,0.591386013,0.600101689,0.587057526,0.544287014,0.561242141,0.601871043,0.590991137,0.59792174,0.568923505,0.564038542,0.613172931,0.559342574
5035317934用户数据,0.631051221,0.640040051,0.669669803,0.603350154,0.615213078,0.570924959,0.703808026,0.551039118,0.609968141,0.637708247,0.631800399,0.772772359,0.703926852,0.604711288,0.582350424,0.647877525,0.702116878,0.627015585,0.639987543,0.691656627
5037815352用户数据,0.607517531,0.632359586,0.637427142,0.605841551,0.635342117,0.652441133,0.60399701,0.614533455,0.596014058,0.587112754,0.612346483,0.631445496,0.586278992,0.577962486,0.610221757,0.579095699,0.5885555,0.582627386,0.575496816,0.596559362
5039082942用户数据,0.593494233,0.627603155,0.612682206,0.640614325,0.624804029,0.594982372,0.611513902,0.629015024,0.631544039,0.659270103,0.623097715,0.604226826,0.603475458,0.659630951,0.641474086,0.640286318,0.615125017,0.644290559,0.638575708,0.598908132
5044481352用户数据,0.653480354,0.696198565,0.729172762,0.646241944,0.614247929,0.577005486,0.597137947,0.630468386,0.626980456,0.58939366,0.595859479,0.608701776,0.629159335,0.609685897,0.605764561,0.623934277,0.617546857,0.587146119,0.611522778,0.665880119
5046064900用户数据,0.493437018,0.614247929,0.561650115,0.646012852,0.614247929,0.614247929,0.545852709,0.638053944,0.589451056,0.656646572,0.568743723,0.598255699,0.572409508,0.561884511,0.582536011,0.568716745,0.581211983,0.58587728,0.571145236,0.575871738
5051732338用户数据,0.614247929,0.816909878,0.614247929,0.617727,0.650964153,0.58436042,0.614247929,0.582132815,0.838028823,0.614946242,0.593411549,0.679234118,0.614247929,0.575337118,0.616067663,0.552975542,0.614247929,0.434074525,0.571352117,0.558836055
5053316632用户数据,0.613558826,0.627042889,0.618173539,0.607861628,0.627572365,0.629406003,0.614247929,0.582393983,0.754863255,0.627242633,0.622042785,0.655960259,0.666969298,0.647814381,0.566367817,0.69363648,0.617542576,0.777823202,0.614247929,0.665967647
5054767832用户数据,0.537952109,0.70665801,0.599661706,0.641437467,0.615827761,0.624142518,0.695955607,0.606635974,0.749715556,0.613094098,0.615390528,0.65327962,0.643251355,0.681777384,0.645466114,0.642955449,0.437764035,0.638755649,0.584081642,0.608878244
5055822713用户数据,0.488016485,0.267127941,0.603595207,0.586282093,0.614247929,0.650429261,0.610347165,0.673256146,0.603175079,0.524846334,0.651063487,0.615398963,0.562696145,0.619501466,0.591463019,0.597239966,0.593835728,0.652796156,0.552547338,0.585001943
5056787091用户数据,0.650461728,0.692265304,0.564704276,0.601150648,0.594263764,0.594367454,0.594371385,0.631328253,0.593823255,0.625469676,0.593776744,0.599751824,0.597240908,0.583895564,0.617980355,0.597988108,0.594847228,0.598352535,0.598250949,0.62505688
5061528996用户数据,0.613479913,0.610611542,0.590759313,0.612311265,0.626587274,0.59611218,0.604204544,0.580061816,0.61835776,0.64370129,0.516481794,0.612437654,0.612436512,0.577307453,0.527301939,0.51117952,0.54685981,0.534149308,0.598118544,0.574138796
5064466904用户数据,0.612380404,0.630113646,0.607706187,0.627768898,0.630749357,0.626233701,0.62299318,0.620871022,0.602247711,0.631719015,0.627257615,0.621351963,0.64068361,0.602062574,0.576294514,0.556449543,0.653508523,0.614247929,0.614247929,0.593143667
5065142743用户数据,0.542375291,0.605199519,0.609381505,0.620362568,0.70649128,0.622891369,0.610047608,0.59574019,0.613874757,0.613673265,0.614247929,0.713161764,0.606112888,0.604960466,0.615486581,0.616896847,0.611274247,0.692925552,0.607355757,0.505512572
5065174078用户数据,0.58591112,0.595465148,0.684197489,0.611739252,0.682607649,0.667771295,0.685082566,0.600579355,0.625899164,0.624592801,0.624788103,0.619897499,0.617497968,0.6134049,0.548471548,0.605423293,0.610071864,0.66821934,0.572059258,0.579794064
5077816164用户数据,0.57282441,0.564861961,0.540062873,0.619993793,0.584302932,0.595090068,0.597093771,0.636887623,0.643806918,0.715212028,0.630078159,0.6219583,0.624336527,0.612914197,0.664138498,0.614905968,0.634819694,0.572103366,0.537646154,0.587884581
5078770834用户数据,0.588730307,0.690074693,0.642382112,0.665838611,0.630763118,0.648419187,0.594677813,0.664344342,0.588573197,0.69888444,0.595328676,0.659469053,0.57891655,0.664736598,0.634233409,0.579940563,0.651233773,0.654612789,0.55314712,0.617612436
5081050052用户数据,0.628917801,0.637195569,0.658940949,0.639669538,0.645036586,0.61041007,0.605274637,0.609932072,0.617515337,0.706783621,0.673256146,0.624128129,0.878604743,0.542545089,0.555564379,0.625799618,0.617853715,0.639401232,0.586770525,0.575523487
5094680608用户数据,0.641091315,0.610693349,0.60704891,0.599081339,0.544526069,0.6634885,0.615410687,0.615875207,0.620879362,0.631753543,0.614247929,0.685757655,0.628798002,0.640162382,0.612225841,0.629235177,0.613782099,0.632771661,0.601860671,0.614247929
5096881501用户数据,0.587351669,0.623587502,0.614247929,0.620812605,0.572906822,0.662101959,0.522063068,0.699053102,0.573408624,0.514815851,0.614247929,0.554612098,0.685219003,0.496456162,0.490580119,0.580215175,0.582737544,0.547897064,0.637835485,0.597876484
5097353323用户数据,0.621236556,0.622842676,0.617537858,0.61797217,0.610932118,0.617397842,0.619376085,0.574931298,0.615698075,0.605846053,0.620747534,0.607410138,0.608354924,0.598161708,0.600331931,0.610885796,0.601340377,0.616272516,0.620279736,0.603955444
5098718645用户数据,0.63572398,0.521691153,0.614247929,0.612808155,0.598617814,0.614247929,0.655253438,0.673748644,0.619013801,0.650558302,0.614247929,0.672220914,0.580069172,0.655355343,0.614247929,0.604918205,0.636005602,0.581941819,0.583342812,0.654773383
5099424292用户数据,0.581781894,0.573057484,0.557890313,0.574262913,0.571199462,0.586339013,0.570777338,0.594907026,0.593167688,0.548922156,0.632703398,0.577685924,0.560153478,0.568699467,0.576647366,0.620864639,0.577691863,0.585228445,0.661271611,0.581024928
5100123900用户数据,0.614831012,0.607923421,0.643331758,0.63537631,0.63307351,0.645589432,0.611943475,0.615330803,0.605896917,0.617153872,0.621759438,0.635541141,0.635061305,0.648185026,0.601838872,0.611357997,0.590916555,0.598756713,0.577508707,0.594013805
5100894547用户数据,0.522318157,0.590368737,0.600575789,0.655110219,0.607341344,0.570402247,0.619215793,0.70293863,0.592677121,0.549303432,0.615493062,0.508151126,0.620074792,0.571497295,0.57710597,0.558784993,0.604055518,0.601088216,0.608157846,0.601031243
5101533859用户数据,0.720330855,0.706702819,0.664046532,0.699299998,0.615972259,0.605383707,0.56381087,0.58061163,0.615030598,0.615941068,0.668805643,0.614848569,0.650406411,0.601886407,0.575316257,0.506617895,0.571202584,0.567997865,0.600202727,0.658154814
5112442422用户数据,0.68668636,0.583330355,0.576036905,0.624890237,0.658283022,0.686588513,0.664727888,0.692685112,0.614901546,0.735053906,0.603421367,0.552370194,0.63640114,0.653957327,0.639790072,0.605673467,0.628289422,0.649339114,0.615327326,0.628429032
5116845355用户数据,0.626469843,0.602115427,0.602792224,0.657308704,0.646962739,0.674490724,0.633159375,0.583404405,0.601900552,0.575054775,0.589488666,0.593559336,0.614210934,0.608501924,0.572549745,0.545335308,0.588356302,0.617020364,0.574407748,0.596470538
5116988565用户数据,0.606157766,0.667933485,0.604108849,0.663408585,0.574967379,0.601743694,0.603858692,0.63222093,0.634800971,0.59477548,0.527237721,0.596416133,0.623880406,0.603032267,0.617861431,0.594819447,0.588349063,0.589252503,0.580814696,0.583763746
5118866855用户数据,0.628522875,0.587612227,0.711437934,0.722791924,0.78199774,0.575043505,0.668272423,0.598485935,0.582203907,0.645523317,0.600828614,0.614247929,0.608709422,0.623974865,0.642559225,0.660790302,0.610062454,0.624544614,0.592470795,0.647979352
5123487952用户数据,0.608714883,0.716780291,0.574271455,0.617689762,0.636551993,0.726836638,0.615703821,0.610081203,0.614247929,0.461038897,0.614247929,0.614247929,0.614247929,0.512370375,0.614247929,0.614247929,0.614247929,0.551317497,0.517872847,0.434329688
5124304227用户数据,0.603638855,0.602216321,0.583568872,0.582251763,0.544837227,0.560904475,0.654021191,0.554745444,0.543063977,0.582267094,0.576906922,0.614247929,0.552067274,0.591767322,0.614247929,0.594933132,0.549017152,0.614247929,0.532059205,0.549748192
5128300011用户数据,0.593721953,0.578605915,0.614247929,0.566060388,0.577597007,0.696859433,0.564135801,0.473715816,0.591985157,0.601514978,0.572589126,0.589994599,0.591314119,0.581804377,0.584400839,0.590661307,0.59747287,0.627347417,0.601347808,0.57130137
